Project ID,Title,Link,Budget,Description,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,Country Name,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Region,Economy,LDC,SIDS,LLDC,HDI,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre
4690,Congo Kinshasa Microhydro,PIMS+,3187669,"Install 10 MW of microhydro technology to improve access to reliable and affordable electricity, enhance energy security, and combat climate change in rural areas of the Democratic Republic of Congo.",Hydro,"MW
",20,30,"6 persons per household.

Le projet vise à soutenir la stratégie gouvernementale d’atténuation des changements climatiques ; Accompagner la transition vers une économie verte et ; Contribuer au développement de la production d’électricité dans des zones hors réseau de la RDC (technologie MHE)
De manière spécifique, il vise à contribuer à l’amélioration de l’accès fiable à une électricité abordable, à la sécurité énergétique et la lutte contre le changement climatique à travers la contribution à un environnement favorable pour le développement des mini et micro centrales hydroélectriques 
",GEF,,VF,,Close the gap on energy access,Electricity Access,,Hydro,4690.0-1,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,17500,175000,Energy Transition,Energy (MW added)
4690,Congo Kinshasa Microhydro,PIMS+,3187669,Promote investment in mini and micro hydropower-based mini-grids for rural electrification in the Democratic Republic of Congo.,Hydro,Decret ,1,2,Decret for ANSER and ARE operation,GEF,,VF,,Close the gap on energy access,Electricity Access,,Hydro,4690.0-2,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,0,0,Energy Transition,Policy or Regulatory Framework
4690,Congo Kinshasa Microhydro,PIMS+,3187669,Promote investment in mini and micro hydropower-based mini-grids for rural electrification in the Democratic Republic of Congo.,Hydro,rural electrification framework,0,3,local electrification comities,GEF,,VF,,Close the gap on energy access,Electricity Access,,Hydro,4690.0-3,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,0,0,Energy Transition,Policy or Regulatory Framework
101442,Programme de Consommation Durable et Substitution partielle au bois énergie (Programme Energie-Fonaredd),https://open.undp.org/projects/00101442,15000000,"Elaborate a National Integrated Energy Policy and LPG Master Plan, disseminate at least 100,000 clean cookstoves, and provide access to LPG for at least 250,000 households in the Democratic Republic of the Congo.",Some Sources,Number of Policies,0,3,"-	The programme is supporting the country to create an enabling environment for clean cooking development. As such, a National Integrated Energy Policy is being elaborated alongside the LPG Master Plan prepared as an alternative to woodfuel energy. 

'-	A National Energy Policy
-	A LPG Master Plan 
- LPG regulations
",CAFI,,Non-VF,,Close the gap on energy access,Clean Cooking,,Some Sources,101442.0-1,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,0,0,Energy Transition,Policy or Regulatory Framework
101442,Programme de Consommation Durable et Substitution partielle au bois énergie (Programme Energie-Fonaredd),https://open.undp.org/projects/00101442,15000000,"Disseminate 500,000 cookstoves to households in the Democratic Republic of the Congo as part of the Programme de Consommation Durable et Substitution partielle au bois énergie.",Clean Cooking,Number of Cookstoves disseminated,0,500000,One stove serves one household,CAFI,,Non-VF,,Close the gap on energy access,Clean Cooking,,Bioenergy,101442.0-2,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,500000,Energy Access,Clean Cooking
101442,Programme de Consommation Durable et Substitution partielle au bois énergie (Programme Energie-Fonaredd),https://open.undp.org/projects/00101442,15000000,"Provide access to 1,250,000 households to LPG as part of the Programme de Consommation Durable et Substitution partielle au bois énergie in the Dem. Rep. of the Congo.",Clean Cooking,number of Households access to LPG,0,1250000,One LPG bottle serves one household,CAFI,,Non-VF,,Close the gap on energy access,Clean Cooking,,Some Sources,101442.0-3,COD,,Dem. Rep. of the Congo,180,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,1250000,Energy Access,Clean Cooking
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,"Provide access to 5,000 people who gained access to clean, affordable and sustainable energy.",Clean Electricity,"Number of people, who gained access to clean,
affordable and sustainable energy",7263,12263,This project should be completed this year.,UNDP,52,Non-VF,Efficiency,Close the gap on energy access,Electricity Access,,Some Sources,107168.0-1,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,5000,Energy Access,Electricity Access
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,Increase installed renewable energy capacity per technology: 122 kW of solar and 94 kW of hydro.,Solar,"Increase in installed renewable energy
capacity per technology:
• Solar
• Hydro",0,0.122,Solar: 122 kW  Hydro: 94 kW,"
UNDP",52,Non-VF,Efficiency,Close the gap on energy access,Renewable Energy,,Solar,107168.0-2,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,17500,2135,Energy Transition,Energy (MW added)
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,Provide access to water for 1000 people through a mini hydroelectric power station.,Hydro,,,0.094,,,,Non-VF,,,,,Hydro,107168.0-3,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,17500,1645,Energy Transition,Energy (MW added)
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,Develop or revise 2 policies or strategies related to sustainable management of natural capital in Guinea.,Water Services,Number of people with access to water (water supply supplied by electricity from the mini hydroelectric power station),0,1000,,"
UNDP",52,Non-VF,Efficiency,Close the gap on energy access,Electricity Access,,Some Sources,107168.0-4,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,1000,Energy Access,Water Services
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,Provide access to electricity for 1000 beneficiaries of 2 health facilities in Guinea.,Some Sources,Number of policies or strategies developed or revised,1,2,Development of the National Rural Electrification Plan (PNER),UNDP,52,Non-VF,Efficiency,Close the gap on energy access,Electricity Access,,Some Sources,107168.0-5,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,0,0,Energy Transition,Policy or Regulatory Framework
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,Provide access to electricity for 400 beneficiaries of 2 schools.,Health Services,Number of beneficiaries of health facilities with access to electricity,0,1000,2 health center. Assumed 500 people per health center,UNDP,52,Non-VF,Health,Close the gap on energy access,Electricity Access,,Some Sources,107168.0-6,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,1000,Energy Access,Health Services
107168,Programme Environnement et Gest. Durable du Capital Nat,http://open.undp.org/projects/00107168,5628899,"Provide access to electricity for 400 beneficiaries in 2 schools, assuming 200 students per school, as part of the Programme Environnement et Gest. Durable du Capital Nat project.",Education Services,Number of beneficiaries of schools with access to electricity,0,400,2 schools. Assumed 200 students per school,UNDP,52,Non-VF,Efficiency,Close the gap on energy access,Electricity Access,,Some Sources,107168.0-7,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,400,Energy Access,Education Services
107166,Gestion Intégrée des Ressources Naturelles,https://open.undp.org/projects/00107166,7460274,"Supply at least 1,000 banco cookstoves in the ecovillage and 4,000 improved stoves in the surrounding urban areas, as well as disseminate at least 50 kilns within the BF landscaper. Additionally, provide at least 10 solar kits for use in the ecovillages.",Clean Cooking,"Percentage of households in project EVs with an improved cook stove, and number of improved kilns",0,5500,"At least 1,000 banco cookstove are used in the ecovillage, and 4,000 improved stoves in the surrounding urban areas.
At least 50 kilns are disseminated within the BF landscaper.
At least 10 solar kits are used in the ecovillages.

PIMS 5677
In component 3 ""Establishment of the eco-village model in the Bafing-Falémé landscape"" of the project, some activities are planned, in particular the supply of solar kits and improved stoves in the 10 ecovillages of the project.
For the Ecovillage component the budget is USD 3,539,224.
Yes energy is not well taken into account, the total amount related to energy related activities (solar kits and improved stove) is less than USD 100,000.","GEF
UNDP",51,VF,Health,Close the gap on energy access,Clean Cooking,,Other,107166.0-1,GIN,,Guinea,324,Africa,Sub-Saharan Africa,,yes,,African Group,RBA,Low income,LDC,,,Low,1,5500,Energy Access,Clean Cooking
135006,Libyan electricity & water sector stabilization support,http://open.undp.org/projects/00135006,655444,Produce sustainable energy strategy and Minimum Energy Performance Standards (MEPS) for appliances.,Transition Missing,Sustainable energy strategy and MEPS produced,0,nan,"Joint UNDP UNEP project
Draft strategy developed and MEPS for appliances produced ",EU,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,135006-1,LBY,,Libya,434,Africa,Northern Africa,,yes,,African Group,RBAS,Upper middle income,,,,High,0,0,Energy Transition,Policy or Regulatory Framework
92045,Hydrogen Economy Pilot Project,http://open.undp.org/projects/00092045,11659101,"Demonstrate the application of hydrogen production and technology in manufacturing and consumer fields, and build the first ""Hydrogen City"" to showcase the hydrogen economy.",Other,"The total value of final 
products produced by the local hydrogen industry (RMB)",0,2000000000,Hydrogen; fuel cell vehicles; clean energy solutions supply chain management,Gov. of China,,Non-VF,,Accelerating just energy transition,,,,92045.0-1,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,nan
92045,Hydrogen Economy Pilot Project,http://open.undp.org/projects/00092045,11659101,"Increase expertise in hydrogen and fuel cell technology and industry for 190,000 direct beneficiaries through the Hydrogen Economy Pilot Project in China.",Other,Number of direct beneficiaries (people increased expertise in hydrogen and fuel cell technology and industry),,190000,,,,Non-VF,,Accelerating just energy transition,,,,92045.0-2,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,Capacity Building Training
92045,Hydrogen Economy Pilot Project,http://open.undp.org/projects/00092045,11659101,"Increase awareness in hydrogen and fuel cell vehicle as clean alternative transport solutions among 2,200,000 beneficiaries through the Hydrogen Economy Pilot Project in China.",Other,Number of beneficiaries (people increased awareness in hydrogen and fuel cell vehicle as clean alternative transport solutions),,2200000,,,,Non-VF,,Accelerating just energy transition,,,,92045.0-3,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,Campaign Participant
119001,UNDP-China Greater Bay Area Hydrogen Economy Vocational,http://open.undp.org/projects/00119001,7358188,"Enhance knowledge and expertise in hydrogen and fuel cell industry and its role for decarbonisation for 60,000 direct beneficiaries through the UNDP-China Greater Bay Area Hydrogen Economy Vocational College Project in Foshan, Guangdong Province.",Other,"Number of direct 
beneficiaries (people with enhanced knowledge and expertise in hydrogen and fuel cell industry and its role for decarbonisation)",0,60000,Hydrogen; fuel cell vehicles; renewable energy; climate change mitigation; alternative energy,Gov. of China,,Non-VF,,Accelerating just energy transition,,,,119001.0-1,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,Capacity Building Training
119001,UNDP-China Greater Bay Area Hydrogen Economy Vocational,http://open.undp.org/projects/00119001,7358188,"Train 1500 individuals in technical skills and knowledge for the emerging hydrogen and fuel cell industry through the UNDP-China Greater Bay Area Hydrogen Economy Vocational College Project in Foshan, Guangdong Province.",Other,Number of direct beneficiaries (people gained technical skills or enhanced understanding in nurturing technical talent for the emerging hydrogen and fuel cell industry),,1500,,,,Non-VF,,Accelerating just energy transition,,,,119001.0-2,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,Capacity Building Training
119439,Trilateral cooperation on Renewable Energy in Ethiopia,http://open.undp.org/projects/00119439,439401,"Transitioning to sustainable energy uses in the agro-industry through trilateral cooperation on renewable energy in Ethiopia, including the implementation of a PV system and biogas plant.",Other,,-,-,PV system; Biogas Plant. No energy figure target available as of yet.,Gov. of China,,Non-VF,,Accelerating just energy transition,,,,119439.0-1,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,Other,nan
119439,Trilateral cooperation on Renewable Energy in Ethiopia,http://open.undp.org/projects/00119439,439401,"Transitioning to sustainable energy uses in the agro-industry through the implementation of solar-powered milk chilling centers, cold rooms, biogas plants, and other technologies, resulting in a reduction of 40 tons of CO2 equivalent emissions.",Other,Tons of CO2 equivalent),0,40,"1° Solar powered: milk chilling centers, Cold Room, paddle Aerators,Green House,Sprayers,Animal Repeller and insect traps; 
2° Biogas plant in livestock and agriculture farming",Gov. of China,,Non-VF,,Accelerating just energy transition,,,,119439.0-2,CHN,,China,156,Asia,Eastern Asia,,yes,,Asia-Pacific Group,RBAP,Upper middle income,,,,High,0,0,GHG Emissions Reduction,GHG Emissions Reduction
